Code,Name,Category,Subcategory,Size,Price,Description,Icon,Image_URLs
ACZZ-4,Lamination Frame,Home Decor,Lamination,24x36 Inch,1800,"Custom lamination frame in lamination finish, sized 24x36 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,"/pages_7_to_26_products/page20_13.png,/pages_7_to_26_products/page20_14.png,/pages_7_to_26_products/page20_15.png,/pages_7_to_26_products/page20_16.png,/pages_7_to_26_products/page20_17.png,/pages_7_to_26_products/page20_18.png"
FZZ-2,LED Frame,Home Decor,LED,12x18 Inch,999,"Custom led frame in led finish, sized 12x18 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,"/pages_7_to_26_products/page21_01.png,/pages_7_to_26_products/page21_02.png,/pages_7_to_26_products/page21_03.png,/pages_7_to_26_products/page21_04.png,/pages_7_to_26_products/page21_05.png"
CEZZ-3,LED Frame,Home Decor,LED,16x24 Inch,1500,"Custom led frame in led finish, sized 16x24 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,"/pages_7_to_26_products/page21_06.png,/pages_7_to_26_products/page21_07.png,/pages_7_to_26_products/page21_08.png,/pages_7_to_26_products/page21_09.png,/pages_7_to_26_products/page21_10.png"
AEZZ-4,LED Frame,Home Decor,LED,20x30 Inch,1999,"Custom led frame in led finish, sized 20x30 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,"/pages_7_to_26_products/page21_11.png,/pages_7_to_26_products/page21_12.png,/pages_7_to_26_products/page21_13.png,/pages_7_to_26_products/page21_14.png,/pages_7_to_26_products/page21_15.png"
BCZZ-24,LED Frame,Home Decor,LED,24x36 Inch,2999,"Custom led frame in led finish, sized 24x36 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,"/pages_7_to_26_products/page21_16.png,/pages_7_to_26_products/page21_17.png,/pages_7_to_26_products/page21_18.png,/pages_7_to_26_products/page21_19.png,/pages_7_to_26_products/page21_20.png"
IZ-46,Acrylic Frame,Home Decor,Acrylic,4x6 Inch,150,"Custom acrylic frame in acrylic finish, sized 4x6 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_01.png
AZZ-8,Acrylic Frame,Home Decor,Acrylic,8x12 Inch,550,"Custom acrylic frame in acrylic finish, sized 8x12 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_02.png
BZZ-12,Acrylic Frame,Home Decor,Acrylic,12x18 Inch,900,"Custom acrylic frame in acrylic finish, sized 12x18 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_03.png
GZZ-16,Acrylic Frame,Home Decor,Acrylic,16x24 Inch,1500,"Custom acrylic frame in acrylic finish, sized 16x24 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_04.png
BZZZ-4,Acrylic Frame,Home Decor,Acrylic,20x30 Inch,2000,"Custom acrylic frame in acrylic finish, sized 20x30 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_05.png
BZZ-1,Canvas Frame,Home Decor,Canvas,8x12 Inch,350,"Custom canvas frame in canvas finish, sized 8x12 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_06.png
DZZ-2,Canvas Frame,Home Decor,Canvas,12x18 Inch,600,"Custom canvas frame in canvas finish, sized 12x18 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_07.png
GEZ-3,Canvas Frame,Home Decor,Canvas,16x24 Inch,900,"Custom canvas frame in canvas finish, sized 16x24 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_08.png
IZZ-4,Canvas Frame,Home Decor,Canvas,20x30 Inch,1500,"Custom canvas frame in canvas finish, sized 20x30 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_09.png
HZZ-2,Clipon Frame,Home Decor,Clipon,12x18 Inch,1300,"Custom clipon frame in clipon finish, sized 12x18 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_10.png
AAEZ-3,Clipon Frame,Home Decor,Clipon,16x24 Inch,1900,"Custom clipon frame in clipon finish, sized 16x24 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,/pages_7_to_26_products/page22_11.png
ADZZ-4,Clipon Frame,Home Decor,Clipon,20x30 Inch,2500,"Custom clipon frame in clipon finish, sized 20x30 Inch, printed with your chosen photo. A quality, ready-to-hang personalised decor piece for home or office.",,"/pages_7_to_26_products/page22_12.png,/pages_7_to_26_products/page22_13.png,/pages_7_to_26_products/page22_14.png,/pages_7_to_26_products/page22_15.png,/pages_7_to_26_products/page22_16.png,/pages_7_to_26_products/page22_17.png,/pages_7_to_26_products/page22_18.png,/pages_7_to_26_products/page22_19.png"
,Photo Frame Design Charge,Printing Services,Design Service,,200,One-time custom design charge applied when a bespoke photo frame layout is requested. Covers professional design setup prior to printing.,,"/pages_7_to_26_products/page23_01.png,/pages_7_to_26_products/page23_02.png,/pages_7_to_26_products/page23_03.png,/pages_7_to_26_products/page23_04.png,/pages_7_to_26_products/page23_05.png,/pages_7_to_26_products/page23_06.png,/pages_7_to_26_products/page23_07.png"
,Sublimation Print 8x12 Inch,Printing Services,Sublimation Printing,8x12 Inch,10,"Professional sublimation printing service in 8x12 Inch size, priced per print for small orders. Bulk order discounts apply for larger quantities — ask for volume pricing.",,"/pages_7_to_26_products/page24_01.png,/pages_7_to_26_products/page24_02.png"
,Sublimation Print 12x18 Inch,Printing Services,Sublimation Printing,12x18 Inch,20,"Professional sublimation printing service in 12x18 Inch size, priced per print for small orders. Bulk order discounts apply for larger quantities — ask for volume pricing.",,"/pages_7_to_26_products/page24_03.png,/pages_7_to_26_products/page24_04.png"
,Sublimation Print 24x39 Inch,Printing Services,Sublimation Printing,24x39 Inch,50,"Professional sublimation printing service in 24x39 Inch size, priced per print for small orders. Bulk order discounts apply for larger quantities — ask for volume pricing.",,"/pages_7_to_26_products/page24_05.png,/pages_7_to_26_products/page24_06.png"
,Sublimation Print 44x39 Inch,Printing Services,Sublimation Printing,44x39 Inch,100,"Professional sublimation printing service in 44x39 Inch size, priced per print for small orders. Bulk order discounts apply for larger quantities — ask for volume pricing.",,"/pages_7_to_26_products/page24_07.png,/pages_7_to_26_products/page24_08.png"
,Digital Print - Photo Paper,Printing Services,Photo Paper,8x12 Inch,20,"High-quality digital printing on photo paper in 8x12 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page25_01.png
,Digital Print - Photo Paper,Printing Services,Photo Paper,12x18 Inch,50,"High-quality digital printing on photo paper in 12x18 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page25_02.png
,Digital Print - Photo Paper,Printing Services,Photo Paper,16x24 Inch,150,"High-quality digital printing on photo paper in 16x24 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page25_03.png
,Digital Print - Photo Paper,Printing Services,Photo Paper,24x36 Inch,200,"High-quality digital printing on photo paper in 24x36 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,"/pages_7_to_26_products/page25_04.png,/pages_7_to_26_products/page25_05.png,/pages_7_to_26_products/page25_06.png"
,Digital Print - Vinyl,Printing Services,Vinyl,8x12 Inch,20,"High-quality digital printing on vinyl in 8x12 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_01.png
,Digital Print - Vinyl,Printing Services,Vinyl,12x18 Inch,50,"High-quality digital printing on vinyl in 12x18 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_02.png
,Digital Print - Vinyl,Printing Services,Vinyl,16x24 Inch,150,"High-quality digital printing on vinyl in 16x24 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_03.png
,Digital Print - Vinyl,Printing Services,Vinyl,24x36 Inch,200,"High-quality digital printing on vinyl in 24x36 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_04.png
,Digital Print - Canvas,Printing Services,Canvas,8x12 Inch,20,"High-quality digital printing on canvas in 8x12 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_05.png
,Digital Print - Canvas,Printing Services,Canvas,12x18 Inch,50,"High-quality digital printing on canvas in 12x18 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_06.png
,Digital Print - Canvas,Printing Services,Canvas,16x24 Inch,150,"High-quality digital printing on canvas in 16x24 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_07.png
,Digital Print - Canvas,Printing Services,Canvas,24x36 Inch,200,"High-quality digital printing on canvas in 24x36 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_08.png
,Digital Print - Cloth Banner,Printing Services,Cloth Banner,8x12 Inch,20,"High-quality digital printing on cloth banner in 8x12 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_09.png
,Digital Print - Cloth Banner,Printing Services,Cloth Banner,12x18 Inch,50,"High-quality digital printing on cloth banner in 12x18 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_09.png
,Digital Print - Cloth Banner,Printing Services,Cloth Banner,16x24 Inch,150,"High-quality digital printing on cloth banner in 16x24 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_09.png
,Digital Print - Cloth Banner,Printing Services,Cloth Banner,24x36 Inch,200,"High-quality digital printing on cloth banner in 24x36 Inch size. A durable, vibrant print finish suitable for posters, banners and promotional display.",,/pages_7_to_26_products/page26_09.png
